Ref,Val,Package,PosX,PosY,Rot,Side
"D3","D_Small","D_SOD-123",-143.800000,-88.800000,90.000000,bottom
"FL1","LFCN-160","Filter_Mini-Circuits_FV1206",-56.200000,-65.800000,-135.000000,bottom
"FL2","LFCN-160","Filter_Mini-Circuits_FV1206",-143.800000,-82.600000,45.000000,bottom
"U13","SA818S","SA818S",-69.800000,-75.600000,-90.000000,bottom
"U14","SA818S","SA818S",-129.800000,-72.050000,90.000000,bottom
